Day;Month;Year;Hour;Load;Ppv1k;Temp;Wind
16;3;2016;6;888.0;0;8.58;9.6
16;3;2016;7;969.0;1.92;8.57;9.75
16;3;2016;8;1052.0;16.82;8.57;9.89
16;3;2016;9;1165.0;62.87;8.57;10.04
16;3;2016;10;1148.0;42.08;8.59;9.86
16;3;2016;11;1099.0;249.7;8.61;9.67
16;3;2016;12;995.0;193.91;8.64;9.49
16;3;2016;13;880.0;230.35;8.87;9.36
16;3;2016;14;839.0;35.25;9.11;9.23
16;3;2016;15;825.0;221.03;9.35;9.1
16;3;2016;16;843.0;412.59;9.21;9.25
16;3;2016;17;861.0;189.3;9.07;9.39
16;3;2016;18;941.0;0;8.94;9.53
16;3;2016;19;1056.0;0;8.78;9.47
16;3;2016;20;1124.0;0;8.62;9.41
16;3;2016;21;1220.0;0;8.46;9.35
16;3;2016;22;1429.0;0;8.38;9.27
16;3;2016;23;1276.0;0;8.31;9.19
17;3;2016;0;1121.0;0;8.24;9.1
17;3;2016;1;1051.0;0;8.28;8.93
17;3;2016;2;971.0;0;8.33;8.76
17;3;2016;3;952.0;0;8.37;8.59
17;3;2016;4;956.0;0;8.29;8.66
17;3;2016;5;972.0;0;8.2;8.72
17;3;2016;6;981.0;0;8.12;8.79
17;3;2016;7;1026.0;17.01;8.17;8.81
17;3;2016;8;1077.0;225.57;8.22;8.83
17;3;2016;9;1090.0;142.33;8.28;8.86
17;3;2016;10;1047.0;69.86;8.48;8.85
17;3;2016;11;980.0;89.68;8.68;8.85
17;3;2016;12;964.0;167.03;8.88;8.84
17;3;2016;13;878.0;575.72;9.23;9.1
17;3;2016;14;845.0;385.77;9.59;9.36
17;3;2016;15;855.0;279.11;9.95;9.61
17;3;2016;16;832.0;178.64;10.11;9.35
17;3;2016;17;854.0;91.04;10.28;9.08
17;3;2016;18;918.0;0;10.45;8.81
17;3;2016;19;1033.0;0;10.51;8.37
17;3;2016;20;1089.0;0;10.57;7.92
17;3;2016;21;1144.0;0;10.63;7.48
17;3;2016;22;1355.0;0;10.6;7.09
17;3;2016;23;1215.0;0;10.58;6.69
18;3;2016;0;1074.0;0;10.56;6.3
18;3;2016;1;1007.0;0;10.32;6.54
18;3;2016;2;902.0;0;10.08;6.77
18;3;2016;3;890.0;0;9.84;7.01
18;3;2016;4;903.0;0;9.81;7.02
18;3;2016;5;902.0;0;9.79;7.03
18;3;2016;6;920.0;0;9.76;7.05
18;3;2016;7;1005.0;24.82;9.84;7.13
18;3;2016;8;1008.0;202.48;9.91;7.2
18;3;2016;9;1004.0;361.53;9.99;7.28
18;3;2016;10;937.0;458.82;10.18;7.01
18;3;2016;11;914.0;694.77;10.37;6.74
18;3;2016;12;863.0;787.39;10.57;6.47
18;3;2016;13;829.0;764.53;10.34;7.16
18;3;2016;14;778.0;669.62;10.11;7.86
18;3;2016;15;759.0;541.4;9.88;8.55
18;3;2016;16;778.0;288.88;9.7;8.73
18;3;2016;17;797.0;175.93;9.53;8.9
18;3;2016;18;846.0;4.98;9.36;9.08
18;3;2016;19;971.0;0;9.05;8.9
18;3;2016;20;1117.0;0;8.75;8.72
18;3;2016;21;1229.0;0;8.45;8.54
18;3;2016;22;1432.0;0;8.27;8.44
18;3;2016;23;1263.0;0;8.1;8.34
19;3;2016;0;1098.0;0;7.93;8.25
19;3;2016;1;1032.0;0;7.46;8.65
19;3;2016;2;966.0;0;6.99;9.05
19;3;2016;3;939.0;0;6.51;9.45
19;3;2016;4;965.0;0;6.61;9.96
19;3;2016;5;982.0;0;6.71;10.48
19;3;2016;6;985.0;0;6.81;10.99
19;3;2016;7;1032.0;8.77;7.11;10.81
19;3;2016;8;1070.0;26.75;7.41;10.63
19;3;2016;9;1088.0;31.81;7.71;10.44
19;3;2016;10;1114.0;33.2;8.16;10.25
19;3;2016;11;1135.0;42.08;8.61;10.06
19;3;2016;12;1191.0;48.81;9.07;9.88
19;3;2016;13;1144.0;60.24;9.54;9.94
19;3;2016;14;1116.0;58.55;10.02;10
19;3;2016;15;1036.0;57.64;10.5;10.07
19;3;2016;16;1023.0;59.95;10.53;10.1
19;3;2016;17;1041.0;41.36;10.56;10.12
19;3;2016;18;1118.0;4.46;10.59;10.15
19;3;2016;19;1189.0;0;10.43;10.14
19;3;2016;20;1241.0;0;10.27;10.12
19;3;2016;21;1358.0;0;10.12;10.11
19;3;2016;22;1542.0;0;9.98;9.94
19;3;2016;23;1393.0;0;9.84;9.78
20;3;2016;0;1243.0;0;9.7;9.61
20;3;2016;1;1129.0;0;9.55;9.88
20;3;2016;2;1038.0;0;9.4;10.14
20;3;2016;3;999.0;0;9.24;10.4
20;3;2016;4;1005.0;0;9.12;10.38
20;3;2016;5;1006.0;0;8.99;10.35
20;3;2016;6;1011.0;0;8.87;10.33
20;3;2016;7;1027.0;7.25;8.88;10.49
20;3;2016;8;1106.0;22.29;8.89;10.65
20;3;2016;9;1191.0;29.43;8.9;10.81
20;3;2016;10;1255.0;41.23;9.1;10.79
20;3;2016;11;1245.0;51.06;9.31;10.77
20;3;2016;12;1238.0;63.37;9.52;10.74
20;3;2016;13;1159.0;62.63;9.37;10.57
20;3;2016;14;1108.0;49.55;9.22;10.4
20;3;2016;15;1087.0;84;9.07;10.23
20;3;2016;16;1086.0;59.63;9;10.28
20;3;2016;17;1064.0;36.36;8.93;10.32
20;3;2016;18;1101.0;0.91;8.87;10.36
20;3;2016;19;1159.0;0;8.75;10.39
20;3;2016;20;1199.0;0;8.64;10.41
20;3;2016;21;1322.0;0;8.53;10.44
20;3;2016;22;1487.0;0;8.47;10.08
20;3;2016;23;1364.0;0;8.42;9.71
21;3;2016;0;1213.0;0;8.37;9.35
21;3;2016;1;1076.0;0;8.06;9.14
21;3;2016;2;1011.0;0;7.75;8.94
21;3;2016;3;975.0;0;7.43;8.73
21;3;2016;4;970.0;0;7.45;8.88
21;3;2016;5;982.0;0;7.46;9.03
21;3;2016;6;996.0;0;7.47;9.19
21;3;2016;7;1045.0;36.34;7.68;9.01
21;3;2016;8;1103.0;276.56;7.89;8.84
21;3;2016;9;1207.0;485.65;8.1;8.66
21;3;2016;10;1200.0;669.06;8.43;8.41
21;3;2016;11;1191.0;808.11;8.77;8.17
21;3;2016;12;1206.0;879.72;9.11;7.92
21;3;2016;13;1125.0;851.54;9.28;7.86
21;3;2016;14;1017.0;760.18;9.45;7.8
21;3;2016;15;973.0;621.64;9.62;7.74
21;3;2016;16;945.0;430.74;9.67;7.75
21;3;2016;17;919.0;201.96;9.72;7.77
21;3;2016;18;962.0;10.47;9.77;7.78
21;3;2016;19;1027.0;0;9.66;7.39
21;3;2016;20;1130.0;0;9.56;7
21;3;2016;21;1240.0;0;9.46;6.61
21;3;2016;22;1438.0;0;9.3;6.06
21;3;2016;23;1294.0;0;9.15;5.51
22;3;2016;0;1137.0;0;9;4.97
22;3;2016;1;1058.0;0;8.71;4.63
22;3;2016;2;999.0;0;8.42;4.3
22;3;2016;3;962.0;0;8.12;3.97
22;3;2016;4;971.0;0;8.02;3.67
22;3;2016;5;968.0;0;7.91;3.37
22;3;2016;6;961.0;0;7.81;3.06
22;3;2016;7;1017.0;32.35;7.84;3.11
22;3;2016;8;1068.0;38.89;7.87;3.15
22;3;2016;9;1068.0;38.35;7.9;3.2
22;3;2016;10;1079.0;49.64;8.05;3.14
22;3;2016;11;1071.0;51.13;8.21;3.08
22;3;2016;12;1048.0;75.14;8.37;3.02
22;3;2016;13;932.0;272.8;8.46;3.49
22;3;2016;14;847.0;691.46;8.55;3.95
22;3;2016;15;820.0;435.68;8.65;4.41
22;3;2016;16;828.0;213.76;8.68;4.52
22;3;2016;17;837.0;44.49;8.72;4.63
22;3;2016;18;859.0;2.65;8.76;4.73
22;3;2016;19;949.0;0;8.71;4.47
22;3;2016;20;1040.0;0;8.66;4.22
22;3;2016;21;1161.0;0;8.61;3.96
22;3;2016;22;1367.0;0;8.49;3.8
22;3;2016;23;1206.0;0;8.37;3.64
23;3;2016;0;1055.0;0;8.25;3.48
23;3;2016;1;974.0;0;8.2;3.6
23;3;2016;2;901.0;0;8.15;3.71
23;3;2016;3;864.0;0;8.1;3.83
23;3;2016;4;885.0;0;8.12;4.1
23;3;2016;5;869.0;0;8.15;4.37
23;3;2016;6;867.0;0;8.17;4.63
23;3;2016;7;913.0;13.82;8.31;4.65
23;3;2016;8;966.0;59.03;8.44;4.67
23;3;2016;9;1012.0;40.49;8.58;4.69
23;3;2016;10;1008.0;65.71;8.72;4.04
23;3;2016;11;985.0;85.22;8.86;3.38
23;3;2016;12;958.0;174.88;9.01;2.73
23;3;2016;13;922.0;275.61;9.01;3.27
23;3;2016;14;844.0;741.81;9.01;3.82
23;3;2016;15;804.0;622.2;9.02;4.36
23;3;2016;16;771.0;424.47;9;4.19
23;3;2016;17;772.0;139.68;8.98;4.03
23;3;2016;18;832.0;11.85;8.96;3.86
23;3;2016;19;946.0;0;8.94;3.75
23;3;2016;20;1000.0;0;8.92;3.63
23;3;2016;21;1101.0;0;8.9;3.52
23;3;2016;22;1290.0;0;8.91;3.72
23;3;2016;23;1135.0;0;8.93;3.93
24;3;2016;0;1018.0;0;8.95;4.14
24;3;2016;1;933.0;0;8.8;4.53
24;3;2016;2;869.0;0;8.65;4.92
24;3;2016;3;838.0;0;8.5;5.31
24;3;2016;4;848.0;0;8.65;5.84
24;3;2016;5;839.0;0;8.81;6.37
24;3;2016;6;854.0;0;8.96;6.9
24;3;2016;7;914.0;19.79;9.19;7.49
24;3;2016;8;992.0;39.64;9.43;8.09
24;3;2016;9;1014.0;86.07;9.67;8.69
24;3;2016;10;989.0;100.28;9.74;9.51
24;3;2016;11;1001.0;108.43;9.81;10.33
24;3;2016;12;1015.0;135.82;9.89;11.14
24;3;2016;13;933.0;175.3;9.64;11.66
24;3;2016;14;917.0;67.35;9.39;12.17
24;3;2016;15;931.0;93.06;9.15;12.68
24;3;2016;16;917.0;30.85;9.2;13.21
24;3;2016;17;947.0;24.37;9.25;13.75
24;3;2016;18;1037.0;4.88;9.31;14.29
24;3;2016;19;1099.0;0;9.52;13.27
24;3;2016;20;1123.0;0;9.73;12.25
24;3;2016;21;1219.0;0;9.95;11.23
24;3;2016;22;1404.0;0;10.05;10.12
24;3;2016;23;1249.0;0;10.16;9.01
25;3;2016;0;1088.0;0;10.26;7.9
25;3;2016;1;992.0;0;10.3;7.72
25;3;2016;2;909.0;0;10.35;7.54
25;3;2016;3;859.0;0;10.39;7.35
25;3;2016;4;874.0;0;10.18;7.34
25;3;2016;5;862.0;0;9.96;7.32
25;3;2016;6;863.0;0;9.75;7.31
25;3;2016;7;919.0;73;9.45;5.87
25;3;2016;8;943.0;298.83;9.15;4.42
25;3;2016;9;925.0;496.92;8.86;2.98
25;3;2016;10;864.0;663.96;8.7;2.74
25;3;2016;11;835.0;747.76;8.55;2.51
25;3;2016;12;829.0;777.82;8.4;2.28
25;3;2016;13;771.0;812.51;8.88;3.08
25;3;2016;14;717.0;728.42;9.36;3.88
25;3;2016;15;717.0;517.65;9.85;4.68
25;3;2016;16;711.0;350.12;9.77;5.56
25;3;2016;17;709.0;137.75;9.69;6.45
25;3;2016;18;821.0;13.19;9.61;7.34
25;3;2016;19;901.0;0;9.75;8.03
25;3;2016;20;1034.0;0;9.9;8.73
25;3;2016;21;1197.0;0;10.05;9.42
25;3;2016;22;1398.0;0;10.24;9.89
25;3;2016;23;1227.0;0;10.43;10.37
26;3;2016;0;1054.0;0;10.62;10.84
26;3;2016;1;949.0;0;10.77;11.11
26;3;2016;2;865.0;0;10.92;11.38
26;3;2016;3;837.0;0;11.07;11.66
26;3;2016;4;839.0;0;11.19;12
26;3;2016;5;840.0;0;11.3;12.34
26;3;2016;6;842.0;0;11.41;12.69
26;3;2016;7;878.0;6;11.41;13.26
26;3;2016;8;968.0;71.1;11.42;13.82
26;3;2016;9;1041.0;66.72;11.43;14.39
26;3;2016;10;1081.0;56.69;11.39;14.83
26;3;2016;11;1121.0;43.04;11.36;15.27
26;3;2016;12;1154.0;52.89;11.33;15.71
26;3;2016;13;1117.0;66.28;10.43;15.47
26;3;2016;14;1124.0;41.93;9.53;15.23
26;3;2016;15;1160.0;51.28;8.64;14.99
26;3;2016;16;1163.0;160.54;8.52;14.46
26;3;2016;17;1216.0;182.38;8.4;13.92
26;3;2016;18;1267.0;17.21;8.29;13.38
26;3;2016;19;1278.0;0;8.68;13.6
26;3;2016;20;1352.0;0;9.08;13.82
26;3;2016;21;1412.0;0;9.48;14.04
26;3;2016;22;1586.0;0;9.22;14.17
26;3;2016;23;1461.0;0;8.97;14.29
27;3;2016;0;1285.0;0;8.72;14.41
27;3;2016;1;1140.0;0;8.82;14.59
27;3;2016;2;1116.0;0;8.93;14.77
27;3;2016;3;1092.0;0;9.03;14.95
27;3;2016;4;1066.0;0;9.1;14.97
27;3;2016;5;1057.0;0;9.17;15
27;3;2016;6;1061.0;0;9.24;15.02
27;3;2016;7;1079.0;59.6;9.38;14.84
27;3;2016;8;1181.0;9.02;9.52;14.66
27;3;2016;9;1321.0;518.18;9.67;14.48
27;3;2016;10;1370.0;654.01;9.78;14.62
27;3;2016;11;1384.0;821.6;9.89;14.76
27;3;2016;12;1249.0;863.32;10;14.9
27;3;2016;13;1062.0;344.43;9.74;14.73
27;3;2016;14;1000.0;169.16;9.48;14.57
27;3;2016;15;960.0;65.09;9.23;14.4
27;3;2016;16;967.0;68.21;9.3;14.81
27;3;2016;17;1018.0;25.78;9.37;15.23
27;3;2016;18;1135.0;9.63;9.45;15.64
27;3;2016;19;1223.0;0;9.91;17.02
27;3;2016;20;1285.0;0;10.38;18.39
27;3;2016;21;1281.0;0;10.85;19.77
27;3;2016;22;1510.0;0;10.95;19.38
27;3;2016;23;1477.0;0;11.05;19
28;3;2016;0;1299.0;0;11.15;18.62
28;3;2016;1;1172.0;0;10.19;18.64
28;3;2016;2;1072.0;0;9.24;18.66
28;3;2016;3;1001.0;0;8.28;18.68
28;3;2016;4;1009.0;0;8.49;17.26
28;3;2016;5;998.0;0;8.7;15.83
28;3;2016;6;993.0;0;8.91;14.41
28;3;2016;7;1012.0;74.3;8.95;13.59
28;3;2016;8;1111.0;21.59;9;12.76
28;3;2016;9;1193.0;271.53;9.05;11.93
28;3;2016;10;1218.0;691.94;8.82;12.97
28;3;2016;11;1230.0;287.74;8.59;14
28;3;2016;12;1145.0;262.37;8.36;15.03
28;3;2016;13;1060.0;644.62;8.62;15.35
28;3;2016;14;997.0;508.71;8.88;15.66
28;3;2016;15;949.0;257.49;9.14;15.97
28;3;2016;16;915.0;387.41;9.13;16.08
28;3;2016;17;884.0;215.46;9.12;16.18
28;3;2016;18;946.0;19.72;9.12;16.29
28;3;2016;19;985.0;0;9.18;15.71
28;3;2016;20;1015.0;0;9.24;15.13
28;3;2016;21;1081.0;0;9.31;14.55
28;3;2016;22;1322.0;0;9.21;14.06
28;3;2016;23;1362.0;0;9.12;13.57
29;3;2016;0;1221.0;0;9.03;13.08
29;3;2016;1;1103.0;0;8.98;12.83
29;3;2016;2;1007.0;0;8.93;12.59
29;3;2016;3;971.0;0;8.88;12.34
29;3;2016;4;955.0;0;8.89;11.6
29;3;2016;5;940.0;0;8.89;10.86
29;3;2016;6;945.0;0;8.89;10.12
29;3;2016;7;993.0;81.92;9.1;10.09
29;3;2016;8;1069.0;77.55;9.32;10.05
29;3;2016;9;1119.0;256.58;9.54;10.01
29;3;2016;10;1066.0;68.83;9.55;10.68
29;3;2016;11;1026.0;708.59;9.56;11.36
29;3;2016;12;1039.0;85.44;9.58;12.03
29;3;2016;13;961.0;736.73;9.47;12.21
29;3;2016;14;993.0;477.62;9.36;12.39
29;3;2016;15;946.0;285.94;9.26;12.57
29;3;2016;16;896.0;239.71;9.27;12.16
29;3;2016;17;863.0;77.9;9.28;11.75
29;3;2016;18;899.0;12.76;9.3;11.34
29;3;2016;19;957.0;0;9.31;11.03
29;3;2016;20;978.0;0;9.32;10.71
29;3;2016;21;1027.0;0;9.34;10.4
29;3;2016;22;1268.0;0;9.29;10.26
29;3;2016;23;1272.0;0;9.25;10.12
30;3;2016;0;1107.0;0;9.21;9.99
30;3;2016;1;1041.0;0;9.28;9.52
30;3;2016;2;960.0;0;9.36;9.05
30;3;2016;3;892.0;0;9.43;8.58
30;3;2016;4;898.0;0;9.32;7.81
30;3;2016;5;884.0;0;9.22;7.04
30;3;2016;6;877.0;0;9.11;6.28
30;3;2016;7;934.0;49.34;8.93;5.77
30;3;2016;8;1016.0;142.18;8.74;5.26
30;3;2016;9;1099.0;229.89;8.56;4.76
30;3;2016;10;1110.0;531.77;8.49;4.4
30;3;2016;11;1093.0;623.69;8.42;4.03
30;3;2016;12;1082.0;534.35;8.36;3.67
30;3;2016;13;982.0;563.01;8.38;3.88
30;3;2016;14;950.0;563.03;8.41;4.09
30;3;2016;15;901.0;244.97;8.44;4.3
30;3;2016;16;856.0;165.89;8.37;4.25
30;3;2016;17;845.0;79.7;8.3;4.2
30;3;2016;18;890.0;15.27;8.24;4.15
30;3;2016;19;905.0;0;8.26;4.46
30;3;2016;20;963.0;0;8.28;4.78
30;3;2016;21;985.0;0;8.3;5.09
30;3;2016;22;1270.0;0;8.25;5.6
30;3;2016;23;1278.0;0;8.2;6.1
31;3;2016;0;1105.0;0;8.15;6.61
31;3;2016;1;1001.0;0;8.24;6.93
31;3;2016;2;924.0;0;8.33;7.26
31;3;2016;3;871.0;0;8.41;7.59
31;3;2016;4;893.0;0;8.44;7.55
31;3;2016;5;866.0;0;8.47;7.52
31;3;2016;6;874.0;0;8.5;7.49
31;3;2016;7;946.0;89.28;8.6;7.44
31;3;2016;8;1043.0;284.72;8.71;7.39
31;3;2016;9;1057.0;406.62;8.82;7.34
31;3;2016;10;1036.0;693.43;8.93;7.32
31;3;2016;11;975.0;705.6;9.04;7.31
31;3;2016;12;941.0;854.51;9.16;7.3
31;3;2016;13;850.0;841.85;9.11;6.97
31;3;2016;14;782.0;777.42;9.06;6.65
31;3;2016;15;758.0;654.13;9.01;6.33
31;3;2016;16;742.0;464.15;9.01;6.23
31;3;2016;17;736.0;226.48;9.01;6.13
31;3;2016;18;776.0;20.14;9.01;6.03
31;3;2016;19;872.0;0;8.92;5
31;3;2016;20;867.0;0;8.84;3.98
31;3;2016;21;926.0;0;8.76;2.95
31;3;2016;22;1159.0;0;8.65;2.63
31;3;2016;23;1170.0;0;8.55;2.3
1;4;2016;0;1021.0;0;8.45;1.97
1;4;2016;1;921.0;0;8.4;3.03
1;4;2016;2;843.0;0;8.35;4.09
1;4;2016;3;795.0;0;8.31;5.14
1;4;2016;4;816.0;0;8.41;5.98
1;4;2016;5;813.0;0;8.51;6.81
1;4;2016;6;834.0;0;8.61;7.64
1;4;2016;7;891.0;12.18;8.81;8.19
1;4;2016;8;963.0;59.59;9;8.74
1;4;2016;9;1009.0;45.73;9.19;9.28
1;4;2016;10;966.0;121.48;9.37;9.56
1;4;2016;11;947.0;359.47;9.54;9.84
1;4;2016;12;951.0;139.89;9.72;10.12
1;4;2016;13;883.0;169.67;9.76;10.46
1;4;2016;14;835.0;206.63;9.8;10.8
1;4;2016;15;825.0;204.24;9.85;11.13
1;4;2016;16;827.0;75;9.89;11
1;4;2016;17;824.0;83.75;9.94;10.87
1;4;2016;18;904.0;0;9.98;10.74
1;4;2016;19;907.0;0;10.02;10.92
1;4;2016;20;984.0;0;10.06;11.09
1;4;2016;21;1024.0;0;10.09;11.27
1;4;2016;22;1298.0;0;10.02;11.14
1;4;2016;23;1294.0;0;9.95;11.01
2;4;2016;0;1146.0;0;9.88;10.88
2;4;2016;1;1039.0;0;9.74;10.57
2;4;2016;2;918.0;0;9.61;10.26
2;4;2016;3;879.0;0;9.48;9.94
2;4;2016;4;873.0;0;9.49;10.02
2;4;2016;5;858.0;0;9.5;10.09
2;4;2016;6;877.0;0;9.51;10.17
2;4;2016;7;901.0;17.41;9.52;10.37
2;4;2016;8;990.0;30.79;9.54;10.58
2;4;2016;9;1043.0;51.76;9.56;10.79
2;4;2016;10;1062.0;68.02;9.61;10.33
2;4;2016;11;1081.0;102.06;9.67;9.87
2;4;2016;12;1040.0;131.74;9.73;9.41
2;4;2016;13;985.0;129.28;9.72;8.97
2;4;2016;14;976.0;80.5;9.71;8.52
2;4;2016;15;963.0;82.86;9.71;8.08
2;4;2016;16;980.0;48.7;9.39;7.95
2;4;2016;17;1007.0;32.3;9.07;7.82
2;4;2016;18;1056.0;0.27;8.74;7.68
2;4;2016;19;1146.0;0;8.83;7.99
2;4;2016;20;1177.0;0;8.92;8.3
2;4;2016;21;1198.0;0;9.01;8.61
2;4;2016;22;1409.0;0;9.21;9.25
2;4;2016;23;1400.0;0;9.4;9.88
3;4;2016;0;1227.0;0;9.6;10.52
3;4;2016;1;1133.0;0;9.81;10.56
3;4;2016;2;1038.0;0;10.02;10.59
3;4;2016;3;953.0;0;10.23;10.62
3;4;2016;4;958.0;0;10.27;10.18
3;4;2016;5;941.0;0;10.32;9.75
3;4;2016;6;930.0;0;10.36;9.31
3;4;2016;7;959.0;48.69;10.19;9.29
3;4;2016;8;1033.0;250.71;10.02;9.26
3;4;2016;9;1121.0;482.05;9.85;9.24
3;4;2016;10;1174.0;715.53;9.91;9.24
3;4;2016;11;1179.0;504.3;9.97;9.24
3;4;2016;12;1085.0;848.53;10.03;9.24
3;4;2016;13;921.0;834.86;10.04;9.12
3;4;2016;14;840.0;710.47;10.05;9
3;4;2016;15;776.0;583.65;10.06;8.88
3;4;2016;16;769.0;294.26;9.89;8.7
3;4;2016;17;747.0;65.59;9.73;8.51
3;4;2016;18;807.0;25.35;9.56;8.33
3;4;2016;19;889.0;0;9.6;8.02
3;4;2016;20;938.0;0;9.64;7.71
3;4;2016;21;1017.0;0;9.67;7.41
3;4;2016;22;1284.0;0;9.48;7.09
3;4;2016;23;1296.0;0;9.29;6.78
4;4;2016;0;1120.0;0;9.1;6.47
4;4;2016;1;991.0;0;9.27;6.22
4;4;2016;2;907.0;0;9.44;5.96
4;4;2016;3;843.0;0;9.61;5.71
4;4;2016;4;849.0;0;9.61;5.9
4;4;2016;5;839.0;0;9.61;6.1
4;4;2016;6;840.0;0;9.61;6.29
4;4;2016;7;885.0;48.63;9.67;6.4
4;4;2016;8;971.0;238.98;9.73;6.51
4;4;2016;9;1039.0;432.46;9.8;6.62
4;4;2016;10;1046.0;710.22;9.88;6.73
4;4;2016;11;1038.0;808.14;9.96;6.83
4;4;2016;12;1027.0;635.45;10.05;6.94
4;4;2016;13;931.0;791.79;10.1;6.79
4;4;2016;14;856.0;687.25;10.15;6.63
4;4;2016;15;789.0;305.8;10.2;6.48
4;4;2016;16;821.0;401.13;10.18;6.21
4;4;2016;17;831.0;144.95;10.17;5.93
4;4;2016;18;921.0;21.48;10.15;5.66
4;4;2016;19;997.0;0;10.12;5.84
4;4;2016;20;1001.0;0;10.08;6.02
4;4;2016;21;1041.0;0;10.04;6.21
4;4;2016;22;1299.0;0;9.95;6.06
4;4;2016;23;1274.0;0;9.85;5.92
5;4;2016;0;1074.0;0;9.76;5.78
5;4;2016;1;960.0;0;9.83;5.68
5;4;2016;2;882.0;0;9.9;5.59
5;4;2016;3;821.0;0;9.97;5.49
5;4;2016;4;837.0;0;9.95;5.64
5;4;2016;5;834.0;0;9.94;5.79
5;4;2016;6;835.0;0;9.92;5.94
5;4;2016;7;875.0;62.3;9.95;5.86
5;4;2016;8;967.0;275.48;9.99;5.78
5;4;2016;9;1025.0;469.87;10.02;5.7
5;4;2016;10;995.0;692.93;9.95;5.71
5;4;2016;11;960.0;733.45;9.87;5.72
5;4;2016;12;928.0;851.68;9.8;5.74
5;4;2016;13;839.0;835.35;9.85;6.09
5;4;2016;14;764.0;768.21;9.91;6.44
5;4;2016;15;723.0;420.87;9.97;6.79
5;4;2016;16;686.0;451.65;9.84;6.8
5;4;2016;17;714.0;221.49;9.71;6.8
5;4;2016;18;803.0;29.58;9.57;6.81
5;4;2016;19;871.0;0;9.47;7
5;4;2016;20;929.0;0;9.37;7.18
5;4;2016;21;944.0;0;9.27;7.37
5;4;2016;22;1211.0;0;9.3;7.74
5;4;2016;23;1230.0;0;9.32;8.12
6;4;2016;0;1059.0;0;9.34;8.5
6;4;2016;1;932.0;0;9.6;9.13
6;4;2016;2;823.0;0;9.87;9.76
6;4;2016;3;769.0;0;10.14;10.39
6;4;2016;4;768.0;0;10.21;10.11
6;4;2016;5;769.0;0;10.28;9.83
6;4;2016;6;779.0;0;10.35;9.54
6;4;2016;7;826.0;86.12;10.24;9.69
6;4;2016;8;920.0;213.09;10.14;9.83
6;4;2016;9;1024.0;142.3;10.03;9.97
6;4;2016;10;1064.0;472.25;9.84;10.26
6;4;2016;11;1067.0;770.19;9.64;10.55
6;4;2016;12;1051.0;427.48;9.44;10.84
6;4;2016;13;945.0;690.97;9.51;11.13
6;4;2016;14;906.0;698.02;9.59;11.41
6;4;2016;15;877.0;568.75;9.67;11.7
6;4;2016;16;870.0;202.26;9.5;11.8
6;4;2016;17;871.0;132.22;9.33;11.9
6;4;2016;18;890.0;30.45;9.15;12
6;4;2016;19;985.0;0;8.93;12.02
6;4;2016;20;1013.0;0;8.71;12.04
6;4;2016;21;1067.0;0;8.48;12.06
6;4;2016;22;1326.0;0;8.39;12.14
6;4;2016;23;1326.0;0;8.29;12.22
7;4;2016;0;1173.0;0;8.2;12.3
7;4;2016;1;1062.0;0;8.25;12.3
7;4;2016;2;957.0;0;8.3;12.3
7;4;2016;3;903.0;0;8.35;12.3
7;4;2016;4;946.0;0;8.35;12.18
7;4;2016;5;934.0;0;8.35;12.06
7;4;2016;6;928.0;1.57;8.35;11.94
7;4;2016;7;994.0;102.85;8.2;11.5
7;4;2016;8;1111.0;331.12;8.05;11.05
7;4;2016;9;1212.0;503.6;7.91;10.61
7;4;2016;10;1214.0;473.8;8.06;10.5
7;4;2016;11;1163.0;692.06;8.21;10.39
7;4;2016;12;1151.0;816.07;8.37;10.28
7;4;2016;13;1011.0;591.1;8.45;10.33
7;4;2016;14;990.0;766.56;8.53;10.38
7;4;2016;15;930.0;580.55;8.62;10.43
7;4;2016;16;875.0;400.81;8.81;10.46
7;4;2016;17;863.0;214.69;9;10.49
7;4;2016;18;921.0;31.56;9.19;10.52
7;4;2016;19;1017.0;0;9.32;10.29
7;4;2016;20;1036.0;0;9.45;10.06
7;4;2016;21;1097.0;0;9.58;9.82
7;4;2016;22;1377.0;0;9.58;9.75
7;4;2016;23;1403.0;0;9.58;9.67
8;4;2016;0;1208.0;0;9.58;9.6
8;4;2016;1;1041.0;0;9.63;9.37
8;4;2016;2;943.0;0;9.68;9.14
8;4;2016;3;877.0;0;9.73;8.91
8;4;2016;4;895.0;0;9.63;8.91
8;4;2016;5;894.0;0;9.53;8.91
8;4;2016;6;910.0;0;9.43;8.91
8;4;2016;7;991.0;10.87;9.39;8.4
8;4;2016;8;1051.0;43.4;9.34;7.88
8;4;2016;9;1138.0;158.48;9.3;7.37
8;4;2016;10;1162.0;130.95;9.27;7
8;4;2016;11;1133.0;107.64;9.25;6.64
8;4;2016;12;1185.0;181.38;9.23;6.28
8;4;2016;13;1087.0;109.28;9.19;6.72
8;4;2016;14;1025.0;83.03;9.15;7.16
8;4;2016;15;998.0;70.45;9.12;7.6
8;4;2016;16;950.0;60.27;9.34;8.83
8;4;2016;17;924.0;54.82;9.56;10.06
8;4;2016;18;1022.0;17.53;9.78;11.3
8;4;2016;19;1098.0;0;9.88;10.62
8;4;2016;20;1173.0;0;9.97;9.94
8;4;2016;21;1214.0;0;10.06;9.26
8;4;2016;22;1452.0;0;9.75;9.52
8;4;2016;23;1458.0;0;9.44;9.79
9;4;2016;0;1306.0;0;9.13;10.06
9;4;2016;1;1119.0;0;8.85;9.83
