fc_elyz_capex,shed_max,dispatch,algo,srand,ret,numevals,lcoe_opt,shed_rate_opt,capex,opex,xopt_sto,xopt_pv,xopt_wind,xopt_elyz,xopt_fc,xopt_hyTank
1600.0,1.0e-5,1,GN_ISRES,3,MAXEVAL_REACHED,100000,0.42709321558353736,0.0,3.1195791460454922e7,8.369265232011723e6,16553.83,12465.94,1520.34,1090.55,1594.19,16478.6
1600.0,1.0e-5,1,GN_ISRES,4,MAXEVAL_REACHED,100000,0.4243573805771475,3.8178253473875775e-6,3.0758412017267603e7,8.527195651699813e6,15679.1,12139.1,1838.51,695.9,1456.18,16261.75
1600.0,1.0e-5,1,GN_ISRES,5,MAXEVAL_REACHED,100000,0.4294448709885106,6.236756294258401e-6,3.0906340693121057e7,8.600016246407153e6,16398.45,12114.5,1825.1,329.65,1802.3,19305.37
1600.0,1.0e-5,1,GN_ISRES,6,MAXEVAL_REACHED,100000,0.4103591691597224,4.749299379998994e-6,2.9771312282361202e7,8.067727492395671e6,15614.44,12547.2,1441.47,703.85,1406.77,17393.18
1600.0,1.0e-5,1,GN_ISRES,7,MAXEVAL_REACHED,100000,0.41658601388079486,8.00713227795544e-6,3.0035432672933612e7,8.2928444294448765e6,16451.35,12216.54,1593.69,319.46,1691.41,14104.91
1600.0,1.0e-5,1,GN_ISRES,8,MAXEVAL_REACHED,100000,0.40667451470928184,0.0,2.9335839725862533e7,8.0602097515919e6,15662.08,12518.7,1468.89,280.27,1513.16,13335.35
1600.0,1.0e-5,1,GN_ISRES,9,XTOL_REACHED,42509,0.43153080387969334,9.983541354922342e-6,3.1830793587593537e7,8.436974559753483e6,11407.42,15827.49,1507.45,313.35,1405.09,12436.52
1600.0,1.0e-5,1,GN_ISRES,10,MAXEVAL_REACHED,100000,0.43268351312038034,8.44732880410662e-6,3.1224665578037884e7,8.663459706240218e6,15202.0,13520.48,1751.56,296.84,1406.19,15245.03
1600.0,1.0e-5,1,LN_SBPLX,1,XTOL_REACHED,942,0.4649090289709481,9.99999773604909e-6,3.358429655086222e7,9.342220222841782e6,15848.46,15325.22,1825.98,120.4,1397.97,16914.01
1600.0,1.0e-5,1,LN_SBPLX,2,XTOL_REACHED,817,0.46144957281209753,9.999999661753553e-6,3.3390558726539988e7,9.101579897899477e6,16883.54,16071.75,1400.71,130.12,1403.56,24592.47
1600.0,1.0e-5,1,LN_SBPLX,3,XTOL_REACHED,377,0.5003248252265573,1.1508988564851483e-5,3.618585037014371e7,1.0064730267786385e7,17028.39,17070.0,1877.7,57.69,1398.25,25605.0
1600.0,1.0e-5,1,LN_SBPLX,4,XTOL_REACHED,999,0.4790644193234809,9.999934929749516e-6,3.447390891717052e7,9.651880798388613e6,16965.2,15614.19,1877.7,118.79,1386.02,12285.09
1600.0,1.0e-5,1,LN_SBPLX,5,XTOL_REACHED,467,0.5020632769373404,1.1508988564851483e-5,3.625670068369221e7,1.007685903893639e7,17070.0,17070.0,1877.7,105.53,1398.0,13038.12
1600.0,1.0e-5,1,LN_SBPLX,6,XTOL_REACHED,972,0.48525478594270804,9.999977863746562e-6,3.50412594987262e7,9.782989767979953e6,16817.28,16174.93,1877.7,65.8,1392.43,25435.54
1600.0,1.0e-5,1,LN_SBPLX,7,XTOL_REACHED,435,0.5001611454211539,1.1508988564851483e-5,3.617684182161407e7,1.0061126291639447e7,17002.87,17070.0,1877.7,57.89,1398.0,25605.0
1600.0,1.0e-5,1,LN_SBPLX,8,XTOL_REACHED,845,0.5004832259807376,1.1508988564851483e-5,3.619417823065872e7,1.0068308551682536e7,17054.23,17070.0,1877.7,57.5,1398.0,25605.0
1600.0,1.0e-5,1,LN_SBPLX,9,XTOL_REACHED,755,0.5009342493139007,1.1508988564851483e-5,3.620629482312217e7,1.0063991574227143e7,16998.92,17070.0,1877.7,83.87,1398.0,18815.37
1600.0,1.0e-5,1,LN_SBPLX,10,XTOL_REACHED,678,0.4949588428770875,1.1508988564851483e-5,3.589463831842307e7,9.94252952789517e6,16151.46,17070.0,1877.7,67.86,1398.0,25511.52
1600.0,1.0e-5,2,GN_CRS2_LM,1,XTOL_REACHED,7482,0.29018619686207675,9.993711641770896e-6,1.9300540681992576e7,4.635116012919535e6,327.45,5127.5,1877.68,2064.98,1454.33,19098.31
1600.0,1.0e-5,2,GN_CRS2_LM,2,XTOL_REACHED,4473,0.2924011953143673,9.984680689289576e-6,1.9349258494439807e7,4.662112489018603e6,314.08,5268.41,1877.7,1969.89,1470.64,25591.23
1600.0,1.0e-5,2,GN_CRS2_LM,3,XTOL_REACHED,4940,0.29225631045349804,9.460244794162775e-6,1.927621821314914e7,4.630699313410952e6,317.84,5124.34,1877.69,2045.12,1457.0,25604.43
1600.0,1.0e-5,2,GN_CRS2_LM,4,XTOL_REACHED,7113,0.2901673723753935,9.919827580792843e-6,1.9300920132873572e7,4.634079410124389e6,315.56,5128.71,1877.7,2064.33,1456.86,19105.23
1600.0,1.0e-5,2,GN_CRS2_LM,5,XTOL_REACHED,7308,0.29018087234755396,9.812181371853153e-6,1.9300874277292177e7,4.63535856607913e6,327.41,5128.58,1877.7,2064.23,1454.43,19097.61
1600.0,1.0e-5,2,GN_CRS2_LM,6,XTOL_REACHED,5265,0.2922731774856048,9.843726977702585e-6,1.927779387306586e7,4.631273875316403e6,318.35,5127.89,1877.47,2044.35,1456.47,25605.0
1600.0,1.0e-5,2,GN_CRS2_LM,7,XTOL_REACHED,3028,0.29244675594528463,9.065470086652447e-6,1.9337538651528254e7,4.658061083675143e6,332.03,5240.07,1877.7,1983.09,1467.44,25605.0
1600.0,1.0e-5,2,GN_CRS2_LM,8,XTOL_REACHED,7076,0.2903910443422449,9.6603088770031e-6,1.936484157756891e7,4.661566514476035e6,318.36,5250.97,1877.7,1998.86,1470.05,19017.85
1600.0,1.0e-5,2,GN_CRS2_LM,9,XTOL_REACHED,4084,0.29241403628726914,9.672297020399078e-6,1.93453946305641e7,4.661899429104286e6,326.29,5261.51,1877.7,1972.6,1468.01,25598.48
1600.0,1.0e-5,2,GN_CRS2_LM,10,XTOL_REACHED,7994,0.2904205713663986,9.995204795758448e-6,1.9372767445117895e7,4.665425337498333e6,315.55,5270.69,1877.7,1989.48,1470.18,19053.4
1600.0,1.0e-5,2,GN_ISRES,1,XTOL_REACHED,34218,0.29017373049031303,9.871165427618199e-6,1.930055020242043e7,4.633688819722511e6,314.92,5127.14,1877.69,2065.19,1457.09,19105.25
1600.0,1.0e-5,2,GN_ISRES,2,XTOL_REACHED,35658,0.290448731698337,9.919722226740933e-6,1.9405632760001622e7,4.686469437616854e6,351.73,5351.2,1877.67,1950.24,1461.87,18902.1
1600.0,1.0e-5,2,GN_ISRES,3,XTOL_REACHED,34511,0.29019269998436115,9.524481139770983e-6,1.9300764746188838e7,4.634533466502368e6,323.59,5126.46,1877.68,2065.52,1455.53,19104.56
1600.0,1.0e-5,2,GN_ISRES,4,XTOL_REACHED,40456,0.29017458709565175,9.977892775852928e-6,1.9300824503438983e7,4.635093582305342e6,324.56,5128.89,1877.7,2064.12,1454.9,19102.34
1600.0,1.0e-5,2,GN_ISRES,5,XTOL_REACHED,30816,0.29017722752574393,9.97486159979033e-6,1.930124343275377e7,4.633847717590844e6,314.19,5128.16,1877.69,2064.85,1457.27,19101.71
1600.0,1.0e-5,2,GN_ISRES,6,XTOL_REACHED,37062,0.2903925241279577,9.980466541703053e-6,1.9376776887940478e7,4.667451743873225e6,314.28,5280.96,1877.7,1984.45,1470.36,18975.95
1600.0,1.0e-5,2,GN_ISRES,7,XTOL_REACHED,35184,0.29018196959417214,9.83213127279132e-6,1.930086053289148e7,4.634354536633752e6,320.07,5127.61,1877.68,2065.02,1456.01,19097.06
1600.0,1.0e-5,2,GN_ISRES,8,XTOL_REACHED,38514,0.2904096775019256,9.986393951714507e-6,1.941304991990308e7,4.685615290780472e6,315.02,5365.44,1877.69,1944.05,1470.01,18898.32
1600.0,1.0e-5,2,GN_ISRES,9,XTOL_REACHED,34041,0.2903895509643961,9.943087936398886e-6,1.9373404052608825e7,4.665452133809703e6,314.71,5271.15,1877.68,1989.57,1470.43,18993.27
1600.0,1.0e-5,2,GN_ISRES,10,XTOL_REACHED,28862,0.29044474043360846,9.968690602903694e-6,1.940771418544877e7,4.68603964887483e6,340.73,5354.62,1877.66,1949.0,1464.26,18904.96
1600.0,1.0e-5,2,LN_SBPLX,1,XTOL_REACHED,646,0.37449916552295553,9.999953616488034e-6,2.654531964403418e7,6.127084528780803e6,866.4,9632.37,1877.69,3210.79,1347.5,11425.86
1600.0,1.0e-5,2,LN_SBPLX,2,XTOL_REACHED,1437,0.314732713237591,9.999979052383404e-6,2.1758621153411534e7,5.438634505541809e6,879.23,8113.26,1877.7,1358.18,1339.22,17208.84
1600.0,1.0e-5,2,LN_SBPLX,3,XTOL_REACHED,525,0.43086065780500865,9.9998830383494e-6,3.119175331811731e7,7.554271048147831e6,671.9,15531.47,1877.7,1721.74,1359.03,11164.17
1600.0,1.0e-5,2,LN_SBPLX,4,XTOL_REACHED,620,0.3044303480477717,9.9902048622696e-6,2.012261829669906e7,5.051145883965515e6,2554.36,5689.44,1877.7,1784.2,1334.43,25005.2
1600.0,1.0e-5,2,LN_SBPLX,5,XTOL_REACHED,898,0.29854994207033636,9.99996757469179e-6,2.0297642227854975e7,5.046568210945867e6,919.03,6593.85,1877.7,1578.96,1335.47,17926.74
1600.0,1.0e-5,2,LN_SBPLX,6,XTOL_REACHED,656,0.2932087350903475,9.999996746927939e-6,1.9558680859835263e7,4.783332613645498e6,1018.15,5407.73,1877.7,1919.19,1400.41,18821.52
1600.0,1.0e-5,2,LN_SBPLX,7,XTOL_REACHED,492,0.3038773044703534,9.995214145724423e-6,1.9782613514924545e7,4.804929872043945e6,2276.13,4632.61,1877.7,2419.61,1345.29,19653.67
1600.0,1.0e-5,2,LN_SBPLX,8,XTOL_REACHED,591,0.5017979247518431,9.999015923281301e-6,3.516796808999676e7,9.284084681493761e6,10743.93,17069.35,1877.7,880.03,1325.45,14964.38
1600.0,1.0e-5,2,LN_SBPLX,9,XTOL_REACHED,734,0.47592495652888656,9.868538392110002e-6,3.3771511902928226e7,8.705616391046291e6,6628.43,17056.73,1877.69,899.23,1342.52,15671.51
1600.0,1.0e-5,2,LN_SBPLX,10,XTOL_REACHED,499,0.4548455625432606,9.999973034747469e-6,3.261600296518894e7,8.174103450643181e6,2706.07,17070.0,1877.7,1012.26,1353.57,17465.99
1600.0,0.0001,1,GN_CRS2_LM,1,XTOL_REACHED,12134,0.26030860276905415,9.969761891441587e-5,1.8250224477696452e7,5.315278383264957e6,10376.28,3236.59,1877.69,582.86,1493.53,25605.0
1600.0,0.0001,1,GN_CRS2_LM,2,XTOL_REACHED,16653,0.2593742051517447,9.973531034029252e-5,1.8212579190652218e7,5.291099960492892e6,10139.06,3266.41,1877.7,580.58,1501.81,25605.0
1600.0,0.0001,1,GN_CRS2_LM,3,XTOL_REACHED,14170,0.260310640380276,9.788062029484101e-5,1.8251307240263313e7,5.315823011751252e6,10375.49,3239.6,1877.7,581.43,1493.55,25605.0
1600.0,0.0001,1,GN_CRS2_LM,4,XTOL_REACHED,13788,0.279899863749662,9.997582545841629e-5,2.0380184553670414e7,5.639116685643685e6,6576.01,6380.82,1877.28,402.57,1490.33,14220.29
1600.0,0.0001,1,GN_CRS2_LM,5,XTOL_REACHED,14265,0.263440102483404,9.991625835169707e-5,1.863437663443975e7,5.364432569447598e6,10023.24,4004.34,1803.25,497.39,1491.97,16890.47
1600.0,0.0001,1,GN_CRS2_LM,6,XTOL_REACHED,27599,0.27876454534090866,9.995451285805682e-5,2.029840276384742e7,5.603160356205257e6,6462.23,6395.19,1860.27,408.53,1484.38,14424.0
1600.0,0.0001,1,GN_CRS2_LM,7,XTOL_REACHED,22974,0.25579707953971154,9.791775670367322e-5,1.818051839602621e7,5.052243527525702e6,8960.65,3969.37,1668.7,738.72,1511.36,25605.0
1600.0,0.0001,1,GN_CRS2_LM,8,XTOL_REACHED,14246,0.26029781946998976,9.93073799239229e-5,1.8248478926779024e7,5.316319078789016e6,10376.72,3243.07,1877.7,580.89,1489.45,25605.0
1600.0,0.0001,1,GN_CRS2_LM,9,XTOL_REACHED,9155,0.25971578828384995,9.932622368528399e-5,1.823259543537322e7,5.281291561077476e6,10055.16,3253.16,1877.7,617.63,1505.55,25605.0
1600.0,0.0001,1,GN_CRS2_LM,10,XTOL_REACHED,14215,0.26026648783543416,9.994497852842321e-5,1.8245023977690816e7,5.315605589137097e6,10389.78,3232.58,1877.7,582.74,1490.45,25604.96
